Current value: 1.805274145943778, Current params: {'LEARNING_RATE': 0.000998959508133048, 'BETA_1': 0.95, 'BETA_2': 0.999, 'BATCH_SIZE': 256, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.7949962283590672, 'DAMPENING': 0.1953830944366441, 'GAMMA': 0.19437324522566257, 'STEP_SIZE': 11}
Current value: 1.8871465063095092, Current params: {'LEARNING_RATE': 1.156890964341701e-05, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6120178969788197, 'DAMPENING': 0.1424022805785382, 'GAMMA': 0.30524812147068253, 'STEP_SIZE': 45}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.8710177755355835, Current params: {'LEARNING_RATE': 0.00037455523147115116, 'BETA_1': 0.95, 'BETA_2': 0.999, 'BATCH_SIZE': 32, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.6132850946540969, 'DAMPENING': 0.06397138869600347, 'GAMMA': 0.5814522323475814, 'STEP_SIZE': 20}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.769272220134735, Current params: {'LEARNING_RATE': 0.0005359115164263841, 'BETA_1': 0.95, 'BETA_2': 0.999, 'BATCH_SIZE': 32, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.6227900892612108, 'DAMPENING': 0.07519022513063905, 'GAMMA': 0.523478831349132, 'STEP_SIZE': 22}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.845705704689026, Current params: {'LEARNING_RATE': 0.0010705716535741973, 'BETA_1': 0.95, 'BETA_2': 0.999, 'BATCH_SIZE': 32, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.6366002168813055, 'DAMPENING': 0.08033265640975448, 'GAMMA': 0.5606401627709897, 'STEP_SIZE': 18}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.765060019493103, Current params: {'LEARNING_RATE': 0.00018350332429039245, 'BETA_1': 0.95, 'BETA_2': 0.999, 'BATCH_SIZE': 32, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.581936185144615, 'DAMPENING': 0.06856491246745629, 'GAMMA': 0.5088866431489841, 'STEP_SIZE': 21}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7491709899902343, Current params: {'LEARNING_RATE': 0.001333000461977752, 'BETA_1': 0.95, 'BETA_2': 0.999, 'BATCH_SIZE': 32, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.6301636781163509, 'DAMPENING': 0.08641090579152523, 'GAMMA': 0.6057210926601446, 'STEP_SIZE': 24}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7874144224020152, Current params: {'LEARNING_RATE': 0.0007206442800414672, 'BETA_1': 0.95, 'BETA_2': 0.999, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.5083543953710574, 'DAMPENING': 0.12452143301249038, 'GAMMA': 0.650285239137062, 'STEP_SIZE': 16}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 2.6559333038330077, Current params: {'LEARNING_RATE': 0.00036861610555552336, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.7594594367399694, 'DAMPENING': 0.05711701260514869, 'GAMMA': 0.5744853748341362, 'STEP_SIZE': 21}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.8343247985839843, Current params: {'LEARNING_RATE': 0.0009520441905924214, 'BETA_1': 0.95, 'BETA_2': 0.9999, 'BATCH_SIZE': 32, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'StepLR', 'MOMENTUM': 0.619855220415283, 'DAMPENING': 0.07263518552652429, 'GAMMA': 0.5381535262411675, 'STEP_SIZE': 19}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.6671485900878906, Current params: {'LEARNING_RATE': 0.0015807659499310245, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5003648165902349, 'DAMPENING': 0.09369474715536232, 'GAMMA': 0.8540396521239871, 'STEP_SIZE': 27}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.6629367780685425, Current params: {'LEARNING_RATE': 0.0016413758447734075, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5002816735591914, 'DAMPENING': 0.09999944469666376, 'GAMMA': 0.8493178044088866, 'STEP_SIZE': 27}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.6863732767105102, Current params: {'LEARNING_RATE': 0.0016446042782487375, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5047780175943797, 'DAMPENING': 0.10407977316155664, 'GAMMA': 0.8499682038878427, 'STEP_SIZE': 27}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.6274451065063475, Current params: {'LEARNING_RATE': 0.002122726848379209, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5164647768205811, 'DAMPENING': 0.10165304754521809, 'GAMMA': 0.8485546224228313, 'STEP_SIZE': 26}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.699811701774597, Current params: {'LEARNING_RATE': 0.0021075347630770663, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5178670820641196, 'DAMPENING': 0.09336184596858214, 'GAMMA': 0.8894917382144096, 'STEP_SIZE': 26}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.8243482160568236, Current params: {'LEARNING_RATE': 0.00185012535095591, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5020743612188034, 'DAMPENING': 0.11429315430443979, 'GAMMA': 0.8316080034804778, 'STEP_SIZE': 28}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.8298580408096314, Current params: {'LEARNING_RATE': 0.0019980016648189426, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.500100098921745, 'DAMPENING': 0.09763876369940097, 'GAMMA': 0.8528100450036801, 'STEP_SIZE': 25}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7773765230178833, Current params: {'LEARNING_RATE': 0.0015914641457622262, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.512951170666583, 'DAMPENING': 0.10860534119295712, 'GAMMA': 0.8767909889889502, 'STEP_SIZE': 30}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.8392948865890504, Current params: {'LEARNING_RATE': 0.002373989727473914, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5220541899948195, 'DAMPENING': 0.09859710752576735, 'GAMMA': 0.8301512002196831, 'STEP_SIZE': 9}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.6855417490005493, Current params: {'LEARNING_RATE': 0.0012254824202759984, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.512963905177052, 'DAMPENING': 0.1003222296146173, 'GAMMA': 0.8072114853521292, 'STEP_SIZE': 27}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.8389063358306885, Current params: {'LEARNING_RATE': 0.0014381661901299442, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5273626572936131, 'DAMPENING': 0.10479419273594721, 'GAMMA': 0.793659711981299, 'STEP_SIZE': 29}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.9140381717681885, Current params: {'LEARNING_RATE': 0.006561970132605979, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5326027941206821, 'DAMPENING': 0.09309779538181774, 'GAMMA': 0.8994308214696919, 'STEP_SIZE': 26}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.674315891265869, Current params: {'LEARNING_RATE': 0.00119945349160663, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.520680928316083, 'DAMPENING': 0.01539553253053583, 'GAMMA': 0.8137751355982566, 'STEP_SIZE': 24}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.9252361106872558, Current params: {'LEARNING_RATE': 0.001726023607344642, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5134849394685511, 'DAMPENING': 0.01381704389885928, 'GAMMA': 0.8184092603990879, 'STEP_SIZE': 25}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.8068033075332641, Current params: {'LEARNING_RATE': 0.0011220453100115027, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5198888087584844, 'DAMPENING': 0.02473792302896491, 'GAMMA': 0.8462764454835865, 'STEP_SIZE': 24}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7521726655960084, Current params: {'LEARNING_RATE': 0.0014946453753899745, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.508798934626209, 'DAMPENING': 0.018408382688298617, 'GAMMA': 0.7805869126668578, 'STEP_SIZE': 28}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.6421072959899903, Current params: {'LEARNING_RATE': 0.001935046554003757, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5404218423384833, 'DAMPENING': 0.09060141035456533, 'GAMMA': 0.8740516888407994, 'STEP_SIZE': 23}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7283010435104371, Current params: {'LEARNING_RATE': 0.002001976716842188, 'BETA_1': 0.8, 'BETA_2': 0.9999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5458389305064845, 'DAMPENING': 0.08975783696720369, 'GAMMA': 0.8634806118504046, 'STEP_SIZE': 23}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7696451498911931, Current params: {'LEARNING_RATE': 0.0018453240047335679, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 128, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5385194016991108, 'DAMPENING': 0.10170460847416671, 'GAMMA': 0.8794477118143046, 'STEP_SIZE': 24}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7554783821105957, Current params: {'LEARNING_RATE': 0.0022709171460977965, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5313065071295711, 'DAMPENING': 0.08462632909435619, 'GAMMA': 0.8618557308306484, 'STEP_SIZE': 26}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 3.077047815322876, Current params: {'LEARNING_RATE': 0.0012981998032249482, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5229628414889079, 'DAMPENING': 0.006340399411629408, 'GAMMA': 0.8369645098539399, 'STEP_SIZE': 23}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7888038499014718, Current params: {'LEARNING_RATE': 0.002794836712855527, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 256, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5558851652927224, 'DAMPENING': 0.0958976884768491, 'GAMMA': 0.8002460794576676, 'STEP_SIZE': 27}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.715561695098877, Current params: {'LEARNING_RATE': 0.0016060620340206911, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5002885209824689, 'DAMPENING': 0.10959421358230947, 'GAMMA': 0.8197339782273838, 'STEP_SIZE': 25}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7080745697021484, Current params: {'LEARNING_RATE': 0.0013493791988955302, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.5163939287206176, 'DAMPENING': 0.010648727711485572, 'GAMMA': 0.8436386698309174, 'STEP_SIZE': 26}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.8112519311904907, Current params: {'LEARNING_RATE': 0.0018769807944882917, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'CosineAnnealingLR', 'MOMENTUM': 0.5408816281190894, 'DAMPENING': 0.09333560290947827, 'GAMMA': 0.8714404335693138, 'STEP_SIZE': 24}
     Best value: 1.608515272140503, Best params: {'LEARNING_RATE': 0.0014946071531392784, 'BETA_1': 0.9, 'BETA_2': 0.999, 'BATCH_SIZE': 64, 'OPTIMIZER': 'AdamW', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.6069307885692594, 'DAMPENING': 0.07099841175947412, 'GAMMA': 0.7889000511076226, 'STEP_SIZE': 22}

#####################################################
Current value: 1.7643684911727906, Current params: {'LEARNING_RATE': 0.002165594194579289, 'BETA_1': 0.9, 'BETA_2': 0.99, 'BATCH_SIZE': 64, 'OPTIMIZER': 'SGD', 'SCHEDULER': 'ReduceLROnPlateau', 'MOMENTUM': 0.529641708117841, 'DAMPENING': 0.1062054310863257, 'GAMMA': 0.8570560616974328, 'STEP_SIZE': 23}
